Geographic Area,City,Median Income
TN,Soddy-Daisy,42861
TN,Somerville town,29667
TN,South Carthage town,39891
TN,South Cleveland CDP,45106
TN,South Fulton,31942
TN,South Pittsburg,32725
TN,Sparta,27320
TN,Spencer town,30688
TN,Spring town,25685
TN,Springfield,41234
TN,Spring Hill,78588
TN,Spurgeon CDP,45647
TN,Stanton town,16917
TN,Stantonville town,30313
TN,Summertown CDP,38720
TN,Sunbright,38000
TN,Surgoinsville town,51357
TN,Sweetwater,34276
TN,Tazewell town,26786
TN,Telford CDP,40580
TN,Tellico Plains town,25469
TN,Tellico Village CDP,68771
TN,Tennessee Ridge town,39811
TN,Thompson's Station town,95096
TN,Three Way,71765
TN,Tiptonville town,27690
TN,Toone town,31719
TN,Townsend,42000
TN,Tracy town,23750
TN,Trenton,25729
TN,Trezevant town,30750
TN,Trimble town,36250
TN,Troy town,35645
TN,Tullahoma,35798
TN,Tusculum,48092
TN,Unicoi town,38678
TN,Union,35698
TN,Unionville CDP,34250
TN,Vanleer town,35000
TN,Viola town,22250
TN,Vonore town,38542
TN,Walden town,83333
TN,Walland CDP,47500
TN,Walnut Grove CDP (Hardin County),(X)
TN,Walnut Grove CDP (Sumner County),43036
TN,Walnut Hill CDP,36923
TN,Walterhill CDP,72969
TN,Wartburg,25417
TN,Wartrace town,38750
TN,Watauga,43125
TN,Watertown,35987
TN,Waverly,42674
TN,Waynesboro,24000
TN,Westmoreland town,37813
TN,White Bluff town,44758
TN,White House,67763
TN,White Pine town,31285
TN,Whiteville town,21667
TN,Whitwell,24583
TN,Wildwood CDP,56250
TN,Wildwood Lake CDP,31310
TN,Williston,47708
TN,Winchester,39500
TN,Winfield town,23466
TN,Woodbury town,27061
TN,Woodland Mills,49688
TN,Wrigley CDP,(X)
TN,Yorkville,54063
TX,Abbott,65000
TX,Abernathy,45000
TX,Abilene,43189
TX,Abram CDP,22379
TX,Ackerly,26500
TX,Addison town,67695
TX,Adrian,42500
TX,Agua Dulce CDP,27614
TX,Agua Dulce,43958
TX,Aguilares CDP,-
TX,Airport Heights CDP,39000
TX,Airport Road Addition CDP,77667
TX,Alamo,36079
TX,Alamo Heights,121086
TX,Alba town,31477
TX,Albany,50735
TX,Aldine CDP,33241
TX,Aledo,89934
TX,Alfred CDP,-
TX,Alice,40835
TX,Alice Acres CDP,(X)
TX,Allen,103051
TX,Alma town,51776
TX,Alpine,35941
TX,Alto town,17670
TX,Alto Bonito Heights CDP,17656
TX,Alton,27726
TX,Alvarado,41466
TX,Alvin,46261
TX,Alvord town,51042
TX,Amada Acres CDP,-
TX,Amargosa CDP,-
TX,Amarillo,47735
TX,Amaya CDP,32955
TX,Ames,33000
TX,Amherst,44904
TX,Amistad CDP,(X)
TX,Anacua CDP,-
TX,Anahuac,44940
TX,Anderson,44219
TX,Andrews,71182
TX,Angleton,52890
TX,Angus,34792
TX,Anna,69663
TX,Annetta town,120179
TX,Annetta North town,105714
TX,Annetta South town,112917
TX,Annona town,27188
TX,Anson,43917
TX,Anthony town,33341
TX,Anton,41875
TX,Appleby,58750
TX,Aquilla,65625
TX,Aransas Pass,44353
TX,Archer,38580
TX,Arcola,42279
TX,Argyle,107333
TX,Arlington,53326
TX,Arp,53594
TX,Arroyo Colorado Estates CDP,(X)
TX,Arroyo Gardens CDP,(X)
TX,Asherton,29868
TX,Aspermont town,34464
TX,Atascocita CDP,84982
TX,Athens,37358
TX,Atlanta,35657
TX,Aubrey,60000
TX,Aurora,57000
TX,Austin,57689
TX,Austwell,41528
TX,Avery town,24583
TX,Avinger town,33125
TX,Azle,55830
TX,Bacliff CDP,37182
TX,Bailey,46250
TX,Bailey's Prairie village,102917
TX,Baird,40991
TX,Balch Springs,40230
TX,Balcones Heights,30208
TX,Ballinger,34817
TX,Balmorhea,38750
TX,B and E CDP,26042
TX,Bandera,41992
TX,Bangs,37361
TX,Banquete CDP,36790
TX,Bardwell,32167
TX,Barrera CDP,-
TX,Barrett CDP,31442
TX,Barry,36250
TX,Barstow,27708
TX,Bartlett,36065
TX,Barton Creek CDP,168063
TX,Bartonville town,113393
TX,Bastrop,48071
TX,Batesville CDP,10307
TX,Bay,39111
TX,Bayou Vista,76071
TX,Bayside town,59167
TX,Baytown,48103
TX,Bayview town,76458
TX,Beach,68950
TX,Bear Creek village,101875
TX,Beasley,46307
TX,Beaumont,40992
TX,Beckville,37917
TX,Bedford,61961
TX,Bedias,35750
TX,Bee Cave,121708
TX,Beeville,38750
TX,Bellaire,175369
TX,Bellevue,35833
TX,Bellmead,34358
TX,Bells town,55260
TX,Bellville,50577
TX,Belton,51033
TX,Benavides,32038
TX,Benbrook,64786
TX,Benjamin,35000
TX,Benjamin Perez CDP,-
TX,Berryville town,40272
TX,Bertram,49079
TX,Beverly Hills,34034
TX,Bevil Oaks,76250
TX,Bigfoot CDP,(X)
TX,Big Lake,53375
TX,Big Sandy town,35625
TX,Big Spring,45650
TX,Big Thicket Lake Estates CDP,34205
TX,Big Wells,24583
TX,Bishop,48343
TX,Bishop Hills town,98750
TX,Bixby CDP,32578
TX,Blackwell,48571
TX,Blanco,41272
TX,Blanket town,38750
TX,Blessing CDP,21360
TX,Bloomburg town,32885
TX,Blooming Grove town,42500
TX,Bloomington CDP,34787
TX,Blossom,42390
TX,Blue Berry Hill CDP,(X)
TX,Blue Mound,47174
TX,Blue Ridge,45368
TX,Bluetown CDP,14479
TX,Blum town,39773
TX,Boerne,57047
TX,Bogata,32875
TX,Boling CDP,29631
TX,Bolivar Peninsula CDP,61393
TX,Bonanza Hills CDP,-
TX,Bonham,36587
TX,Bonney village,47500
TX,Booker town,70739
TX,Borger,44918
TX,Botines CDP,-
TX,Bovina,34792
TX,Bowie,39555
TX,Box Canyon CDP,(X)
TX,Boyd town,48373
TX,Boys Ranch CDP,69375
TX,Brackettville,37708
TX,Brady,35987
TX,Brazoria,45076
TX,Brazos Bend,104286
TX,Brazos Country,101875
TX,Breckenridge,37571
TX,Bremond,25417
TX,Brenham,42975
TX,Briar CDP,50458
TX,Briarcliff village,87411
TX,Briaroaks,77000
TX,Bridge,62763
TX,Bridgeport,42415
TX,Bristol CDP,72153
TX,Broaddus town,36250
TX,Bronte town,40536
TX,Brookshire,31523
TX,Brookside Village,73750
TX,Browndell,24219
TX,Brownfield,36051
TX,Brownsboro,45761
TX,Brownsville,32894
TX,Brownwood,36644
TX,Bruceville-Eddy,48393
TX,Brundage CDP,-
TX,Bruni CDP,49911
TX,Brushy Creek CDP,99544
TX,Bryan,40312
TX,Bryson,28750
TX,Buchanan Dam CDP,32604
TX,Buchanan Lake Village CDP,27857
TX,Buckholts town,17414
TX,Buda,68945
TX,Buena Vista CDP,-
TX,Buffalo,44792
TX,Buffalo Gap town,47639
TX,Buffalo Springs village,47500
TX,Bullard town,63177
TX,Bulverde,101620
TX,Buna CDP,33281
TX,Bunker Hill Village,236250
TX,Burkburnett,51828
TX,Burke,43661
TX,Burleson,69686
TX,Burnet,43149
TX,Burton,60625
TX,Butterfield CDP,(X)
TX,Byers,38750
TX,Bynum town,52813
TX,Cactus,40825
TX,Caddo Mills,53601
TX,Caldwell,45556
TX,Callender Lake CDP,47644
TX,Callisburg,49792
TX,Calvert,19677
TX,Camargito CDP,16063
TX,Cameron,34058
TX,Cameron Park CDP,24051
TX,Campbell,46750
TX,Campo Verde CDP,(X)
TX,Camp Swift CDP,44886
TX,Camp Wood,28403
TX,Canadian,55761
TX,Caney town,33750
TX,Canton,38553
TX,Cantu Addition CDP,37188
TX,Canutillo CDP,31971
TX,Canyon,43027
TX,Canyon Creek CDP,37308
TX,Canyon Lake CDP,56544
TX,Cape Royale CDP,81250
TX,Carbon town,18750
TX,Carlsbad CDP,44722
TX,Carl's Corner town,36250
TX,Carmine,45000
TX,Carrizo Hill CDP,61689
TX,Carrizo Springs,38125
TX,Carrollton,69368
TX,Carthage,47163
TX,Casa Blanca CDP,-
TX,Casas CDP,-
TX,Cashion Community,48125
TX,Castle Hills,83333
TX,Castroville,55500
TX,Catarina CDP,(X)
TX,Cedar Hill,67669
TX,Cedar Park,82311
TX,Cedar Point CDP,65611
TX,Celeste,39706
TX,Celina,91506
TX,Center,26696
TX,Centerville,39063
TX,Central Gardens CDP,66736
TX,C_sar Ch\F6vez CDP,38854
TX,Chandler,59583
TX,Channelview CDP,51745
TX,Channing,31000
TX,Chaparrito CDP,-
TX,Chapeno CDP,-
TX,Charlotte,31985
TX,Chester town,37375
TX,Chico,47833
TX,Childress,33934
TX,Chillicothe,46719
TX,Chilton CDP,26146
TX,China,39861
TX,China Grove town,91250
TX,China Spring CDP,48618
TX,Chireno,38750
TX,Christine town,41071
TX,Christoval CDP,25083
TX,Chula Vista CDP (Cameron County),(X)
TX,Chula Vista CDP (Maverick County),19583
TX,Chula Vista CDP (Zavala County),19000
TX,Cibolo,90665
TX,Cienegas Terrace CDP,41645
TX,Cinco Ranch CDP,135507
TX,Circle D-KC Estates CDP,54199
TX,Cisco,31009
TX,Citrus CDP,17021
TX,Clarendon,34063
TX,Clarksville,19564
TX,Clarksville,51364
TX,Claude,60069
TX,Clear Lake Shores,97500
TX,Cleburne,48059
TX,Cleveland,29868
TX,Clifton,38576
TX,Clint town,33542
TX,Cloverleaf CDP,40622
TX,Clute,45307
TX,Clyde,44005
TX,Coahoma town,67647
TX,Cockrell Hill,37865
TX,Coffee town,46250
TX,Coldspring,36750
TX,Coleman,30000
TX,College Station,34186
TX,Colleyville,152310
TX,Collinsville town,50481
TX,Colmesneil,41813
TX,Colorado Acres CDP,(X)
TX,Colorado,48205
TX,Columbus,39505
TX,Comanche,32075
TX,Combes town,35968
TX,Combine,68224
TX,Comfort CDP,56912
TX,Commerce,21836
TX,Como town,32179
TX,Concepcion CDP,14167
TX,Conroe,47680
TX,Converse,62481
TX,Cool,41250
TX,Coolidge town,29861
TX,Cooper,26643
TX,Coppell,111817
TX,Copperas Cove,51972
TX,Copper Canyon town,133750
TX,Corinth,90505
TX,Corpus Christi,50658
TX,Corral town,(X)
TX,Corrigan town,29385
TX,Corsicana,38734
TX,Cottonwood,56250
TX,Cottonwood Shores,45391
TX,Cotulla,34167
TX,Country Acres CDP,-
TX,Coupland,67857
TX,Cove,64844
TX,Covington,41250
TX,Coyanosa CDP,42875
TX,Coyote Acres CDP,(X)
TX,Coyote Flats,49583
TX,Crandall,64615
TX,Crane,58803
TX,Cranfills Gap,29375
TX,Crawford town,55536
TX,Creedmoor,41250
TX,Cresson,63750
TX,Crockett,23106
TX,Crosby CDP,46413
TX,Crosbyton,33462
TX,Cross Mountain CDP,149145
TX,Cross Plains town,30398
TX,Cross Roads town,114583
TX,Cross Timber town,90625
TX,Crowell,26583
TX,Crowley,63038
TX,Crystal,28722
TX,Cuero,37000
TX,Cuevitas CDP,-
TX,Cumby,50417
TX,Cumings CDP,85188
TX,Cuney town,10694
TX,Cushing,41250
TX,Cut and Shoot,61579
TX,Daingerfield,37564
TX,Daisetta,47639
TX,Dalhart,46214
TX,Dallas,43781
TX,Dalworthington Gardens,118125
TX,Damon CDP,(X)
TX,Danbury,65769
TX,Darrouzett town,58250
TX,Dawson town,34196
TX,Dayton,50277
TX,Dayton Lakes,41354
TX,Dean,57083
TX,Decatur,46161
TX,DeCordova,68380
TX,Deer Park,77556
TX,De Kalb,35926
TX,De Leon,36071
TX,Dell,24135
TX,Del Mar Heights CDP,30515
TX,Delmita CDP,27917
TX,Del Rio,41001
TX,Del Sol CDP,102813
TX,Denison,37403
TX,Denton,49100
TX,Denver town,47706
TX,Deport,42721
TX,DeSoto,59260
TX,Detroit town,24271
TX,Devers,46607
TX,Devine,59891
TX,Deweyville CDP,39310
TX,D'Hanis CDP,43315
TX,Diboll,39699
TX,Dickens,43750
TX,Dickinson,68324
TX,Dilley,37014
TX,Dimmitt,36038
TX,DISH town,61071
TX,Dodd town,52708
TX,Dodson town,25804
TX,Doffing CDP,26108
TX,Domino town,51250
TX,Donna,28680
TX,Doolittle CDP,25167
TX,Dorchester,(X)
TX,Double Oak town,136500
TX,Douglassville town,29063
TX,Doyle CDP,155170
TX,Driftwood CDP,58036
TX,Dripping Springs,59618
TX,Driscoll,35625
TX,Dublin,40435
TX,Dumas,49798
TX,Duncanville,53750
TX,Eagle Lake,40227
TX,Eagle Pass,36907
TX,Early,48984
TX,Earth,36429
TX,East Alto Bonito CDP,(X)
TX,East Bernard,52287
TX,Eastland,33750
TX,East Mountain,50787
TX,Easton,38472
TX,East Tawakoni,40104
TX,Ector,34423
TX,Edcouch,26033
TX,Eden,40817
TX,Edgecliff Village town,69485
TX,Edgewater Estates CDP,31083
TX,Edgewood town,29803
TX,Edinburg,43346
TX,Edmonson town,(X)
TX,Edna,50647
TX,Edom,57188
TX,Edroy CDP,30952
TX,Eidson Road CDP,32332
TX,Elbert CDP,(X)
TX,El Brazil CDP,-
TX,El Camino Angosto CDP,107857
TX,El Campo,45413
TX,El Castillo CDP,(X)
TX,El Cenizo CDP,(X)
TX,El Cenizo,20929
TX,El Chaparral CDP,(X)
TX,Eldorado,48125
TX,Electra,36518
TX,Elgin,50369
TX,Elias-Fela Solis CDP,-
TX,El Indio CDP,(X)
TX,Elkhart town,35875
TX,El Lago,105972
TX,Elm Creek CDP,34757
TX,Elmendorf,47174
TX,El Mesquite CDP,-
TX,Elmo CDP,45764
TX,E. Lopez CDP,(X)
TX,El Paso,42772
TX,El Quiote CDP,46050
TX,El Rancho Vela CDP,(X)
TX,El Refugio CDP,(X)
TX,Elsa,22464
TX,El Socio CDP,-
TX,Emerald Bay CDP,58000
TX,Emhouse town,32917
TX,Emory,25625
TX,Encantada-Ranchito-El Calaboz CDP,20637
TX,Enchanted Oaks town,73125
TX,Encinal,25000
TX,Encino CDP,17692
TX,Ennis,41305
TX,Escobares,18636
TX,Estelline town,63750
TX,Eugenio Saenz CDP,-
TX,Euless,54974
TX,Eureka,54643
TX,Eustace,40903
TX,Evadale CDP,46250
TX,Evant town,39250
TX,Evergreen CDP,-
TX,Everman,36977
TX,Fabens CDP,24327
TX,Fabrica CDP,30893
TX,Fairchilds village,61250
TX,Fairfield,46964
TX,Fair Oaks Ranch,125875
TX,Fairview town,73713
TX,Falconaire CDP,-
TX,Falcon Heights CDP,-
TX,Falcon Lake Estates CDP,49453
TX,Falcon Mesa CDP,50466
TX,Falcon Village CDP,(X)
TX,Falfurrias,19229
TX,Falls,56458
TX,Falman CDP,31481
TX,Fannett CDP,71042
TX,Farmers Branch,60973
TX,Farmersville,48258
TX,Farwell,44145
TX,Fate,91788
TX,Fayetteville,32143
TX,Faysville CDP,29125
TX,Fernando Salinas CDP,-
TX,Ferris,46548
TX,Fifth Street CDP,27299
TX,Flatonia town,40398
TX,Flor del Rio CDP,-
TX,Florence,41875
TX,Floresville,51446
TX,Flowella CDP,(X)
TX,Flower Mound town,122999
TX,Floydada,35885
TX,Follett,63750
TX,Forest Hill,43750
TX,Forney,74718
TX,Forsan,44250
TX,Fort Bliss CDP,48610
TX,Fort Clark Springs CDP,36490
TX,Fort Davis CDP,48508
TX,Fort Hancock CDP,22313
TX,Fort Hood CDP,40660
TX,Fort Stockton,49868
TX,Fort Worth,53214
TX,Four Corners CDP,69342
TX,Four Points CDP,-
TX,Fowlerton CDP,-
TX,Franklin,34167
TX,Frankston town,42969
TX,Fredericksburg,48991
TX,Freeport,32060
TX,Freer,47250
TX,Fresno CDP,66161
TX,Friendswood,91458
TX,Friona,48409
TX,Frisco,114098
TX,Fritch,57880
TX,Fronton CDP,(X)
TX,Fronton Ranchettes CDP,(X)
TX,Frost,34821
TX,Fruitvale,32292
TX,Fulshear,175990
TX,Fulton town,41447
TX,Gail CDP,72500
TX,Gainesville,39047
TX,Galena Park,43302
TX,Gallatin,60156
TX,Galveston,39098
TX,Ganado,44659
TX,Garceno CDP,(X)
TX,Garciasville CDP,-
TX,Garden CDP,61696
TX,Gardendale CDP,77829
TX,Garden Ridge,123611
TX,Garfield CDP,46029
TX,Garland,51970
TX,Garrett town,37917
TX,Garrison,32266
TX,Gary town,63750
TX,Garza-Salinas II CDP,33500
TX,Gatesville,40093
TX,Georgetown,63041
TX,George West,49432
TX,Geronimo CDP,55272
TX,Gholson,56818
TX,Giddings,43810
TX,Gilmer,46122
TX,Girard CDP,(X)
TX,Gladewater,37819
TX,Glenn Heights,62404
TX,Glen Rose,39063
TX,Glidden CDP,52153
TX,Godley,41699
TX,Goldsmith,50750
TX,Goldthwaite,42121
TX,Goliad,46548
TX,Golinda,44732
TX,Gonzales,34271
TX,Goodlow,26912
TX,Goodrich,44444
TX,Gordon,35069
TX,Goree,35938
TX,Gorman,20735
TX,Graford,49167
TX,Graham,39911
TX,Granbury,45606
TX,Grandfalls town,35938
TX,Grand Prairie,56475
TX,Grand Saline,31853
TX,Grandview,40750
TX,Granger,43542
TX,Granite Shoals,35070
TX,Granjeno,60938
TX,Grape Creek CDP,41572
TX,Grapeland,26677
TX,Grapevine,79083
TX,Grays Prairie village,70313
TX,Greatwood CDP,143125
TX,Green Valley Farms CDP,(X)
TX,Greenville,36639
TX,Gregory,47543
TX,Grey Forest,72000
TX,Groesbeck,38375
TX,Groom town,54514
TX,Groves,49500
TX,Groveton,30684
TX,Gruver,45357
TX,Guadalupe Guerra CDP,-
TX,Guerra CDP,-
TX,Gun Barrel,36939
TX,Gunter,61250
TX,Gustine town,37589
TX,Guthrie CDP,56250
TX,Gutierrez CDP,-
TX,Hackberry town,90694
TX,Hale Center,35750
TX,Hallettsville,35687
TX,Hallsburg,70000
TX,Hallsville,75213
TX,Haltom,45745
TX,Hamilton,31172
TX,Hamlin,38170
TX,Happy town,39583
TX,Hardin,44474
TX,Hargill CDP,13382
TX,Harker Heights,64494
TX,Harlingen,34466
TX,Harper CDP,42250
TX,Hart,43750
TX,Hartley CDP,49583
TX,Haskell,36897
TX,Haslet,104000
TX,Havana CDP,36643
TX,Hawk Cove,30938
TX,Hawkins,48333
TX,Hawley,51316
TX,Hays,90357
TX,H. Cuellar Estates CDP,-
TX,Hearne,37218
TX,Heath,148661
TX,Hebbronville CDP,33075
TX,Hebron town,144688
TX,Hedley,(X)
TX,Hedwig Village,84179
TX,Heidelberg CDP,40255
TX,Helotes,114730
TX,Hemphill,27344
TX,Hempstead,33188
TX,Henderson,42232
TX,Henrietta,46548
TX,Hereford,41250
TX,Hermleigh CDP,63229
TX,Hewitt,70348
TX,Hickory Creek town,90270
TX,Hico,34231
TX,Hidalgo,40302
TX,Hideaway,69110
TX,Higgins,54444
TX,Highland Haven,58750
TX,Highland Park town,183594
TX,Highlands CDP,54219
TX,Highland Village,135404
TX,Hill Country Village,218750
TX,Hillcrest village,80833
TX,Hillsboro,28422
TX,Hillside Acres CDP,-
TX,Hilltop CDP (Frio County),56094
TX,Hilltop CDP (Starr County),(X)
TX,Hilltop Lakes CDP,70074
TX,Hilshire Village,148750
TX,Hitchcock,49872
TX,Holiday Beach CDP,24279
TX,Holiday Lakes town,30833
TX,Holland town,33214
TX,Holliday,61944
TX,Holly Lake Ranch CDP,56821
TX,Hollywood Park town,81500
TX,Homestead Meadows North CDP,33712
TX,Homestead Meadows South CDP,34753
TX,Hondo,37341
TX,Honey Grove,30200
TX,Hooks,32650
TX,Horizon,56911
TX,Hornsby Bend CDP,49077
TX,Horseshoe Bay,83784
TX,Horseshoe Bend CDP,37917
TX,Houston,46187
TX,Howardwick,33750
TX,Howe town,44079
TX,Hubbard,31202
TX,Hudson,34570
TX,Hudson Bend CDP,99773
TX,Hudson Oaks,103125
TX,Hughes Springs,25234
TX,Hull CDP,44907
TX,Humble,38682
TX,Hungerford CDP,-
TX,Hunters Creek Village,250000
TX,Huntington,39559
TX,Huntsville,30799
TX,Hurst,53788
TX,Hutchins,36403
TX,Hutto,71836
TX,Huxley,41563
TX,Iago CDP,170625
TX,Idalou,60938
TX,Iglesia Antigua CDP,31094
TX,Impact town,28472
TX,Imperial CDP,76875
TX,Indian Hills CDP,34662
TX,Indian Lake town,34167
TX,Indian Springs CDP,(X)
TX,Indio CDP,-
TX,Industry,47750
TX,Inez CDP,68958
TX,Ingleside,60977
TX,Ingleside on the Bay,61250
TX,Ingram,48796
TX,Iola,54531
TX,Iowa Colony village,74018
TX,Iowa Park,45208
TX,Iraan,60875
TX,Iredell,40556
TX,Irving,52154
TX,Italy town,41500
TX,Itasca,37750
TX,Ivanhoe,30066
TX,Jacinto,26735
TX,Jacksboro,50139
TX,Jacksonville,29453
TX,Jamaica Beach,58889
TX,Jardin de San Julian CDP,-
TX,Jarrell,55469
TX,Jasper,28431
TX,Jayton,43672
TX,Jefferson,36683
TX,Jersey Village,65280
TX,Jewett,50750
TX,J.F. Villareal CDP,-
TX,Joaquin,35089
TX,Johnson,38090
TX,Jolly,52500
TX,Jones Creek village,66512
TX,Jonestown,58355
TX,Josephine,70972
TX,Joshua,51653
TX,Jourdanton,54375
TX,Juarez CDP,14449
TX,Junction,27319
TX,Justin,75898
TX,Karnes,31713
TX,Katy,70526
TX,Kaufman,40595
TX,K-Bar Ranch CDP,64638
TX,Keene,39113
TX,Keller,118453
TX,Kemah,70500
TX,Kemp,32917
TX,Kempner,38359
TX,Kendleton,15208
TX,Kenedy,39970
TX,Kenefick town,44500
TX,Kennard,23824
TX,Kennedale,73750
TX,Kerens,30799
TX,Kermit,54745
TX,Kerrville,39206
TX,Kilgore,58643
TX,Killeen,47763
TX,Kingsbury CDP,43559
TX,Kingsland CDP,41276
TX,Kingsville,36306
TX,Kirby,48303
TX,Kirbyville,22639
TX,Kirvin town,48750
TX,Knippa CDP,29148
TX,Knollwood,44345
TX,Knox town,44632
TX,Kosse town,35417
TX,Kountze,42434
TX,Kress,45781
TX,Krugerville,100139
TX,Krum,77692
TX,Kurten town,62917
TX,Kyle,72746
TX,La Blanca CDP,33519
TX,La Carla CDP,-
TX,La Casita CDP,-
TX,La Chuparosa CDP,-
TX,Lackland AFB CDP,61090
TX,La Coma CDP,-
TX,LaCoste,47727
TX,Lacy-Lakeview,33653
TX,Ladonia town,30313
TX,La Escondida CDP,-
TX,La Esperanza CDP,-
TX,La Feria,30825
TX,La Feria North CDP,-
TX,Lago CDP,-
TX,Lago Vista CDP,15455
TX,Lago Vista,75126
TX,La Grange,41757
TX,La Grulla,23322
TX,Laguna Heights CDP,22500
TX,Laguna Park CDP,44583
TX,Laguna Seca CDP,38678
TX,Laguna Vista town,54531
TX,La Homa CDP,28197
TX,La Joya,31932
TX,Lake Bridgeport,43750
TX,Lake Brownwood CDP,38750
TX,Lake Bryan CDP,48218
TX,Lake Cherokee CDP,68478
TX,Lake town,42500
TX,Lake Colorado CDP,73906
TX,Lake Dallas,68933
TX,Lake Dunlap CDP,50833
TX,Lakehills CDP,54754
TX,Lake Jackson,73399
TX,Lake Kiowa CDP,79205
TX,Lake Medina Shores CDP,42904
TX,Lake Meredith Estates CDP,(X)
TX,Lakeport,48125
TX,Lakeshore Gardens-Hidden Acres CDP,49261
TX,Lakeside town (San Patricio County),46250
TX,Lakeside town (Tarrant County),80167
TX,Lakeside town,84375
TX,Lake Tanglewood village,104750
TX,Lakeview town,36250
TX,Lake View CDP,(X)
TX,Lakeway,113672
TX,Lakewood Village,94375
TX,Lake Worth,46827
TX,La Loma de Falcon CDP,(X)
TX,Lamar CDP,39679
TX,La Marque,43692
TX,Lamesa,40757
TX,La Minita CDP,68958
TX,Lampasas,38989
TX,Lancaster,49240
TX,Lantana CDP,135347
TX,La Paloma CDP,30000
TX,La Paloma Addition CDP,(X)
TX,La Paloma-Lost Creek CDP,48155
TX,La Paloma Ranchettes CDP,73510
TX,La Porte,68341
TX,La Presa CDP,23370
TX,La Pryor CDP,26774
TX,La Puerta CDP,31250
TX,Laredo,39711
TX,Laredo Ranchettes CDP,-
TX,Laredo Ranchettes West CDP,-
TX,La Rosita CDP,-
TX,Lasana CDP,53750
TX,Lasara CDP,26484
TX,Las Haciendas CDP,-
TX,Las Lomas CDP,24934
TX,Las Lomitas CDP,43917
TX,Las Palmas CDP,-
TX,Las Palmas II CDP,12414
TX,Las Pilas CDP,-
TX,Las Quintas Fronterizas CDP,22455
TX,Latexo,31364
TX,La Tina Ranch CDP,14936
TX,Laughlin AFB CDP,52149
TX,Laureles CDP,24432
TX,La Vernia,65357
TX,La Victoria CDP,58393
TX,La Villa,25909
TX,Lavon,73654
TX,La Ward,43438
TX,Lawn town,52750
TX,League,93675
TX,Leakey,30917
TX,Leander,80178
TX,Leary,52917
TX,Lefors town,47188
TX,Leming CDP,32143
TX,Leona,77500
TX,Leonard,37155
TX,Leon Valley,61450
TX,Leroy,65375
TX,Levelland,48802
TX,Lewisville,57267
TX,Lexington town,42500
TX,Liberty,48055
TX,Liberty CDP,59919
TX,Liberty Hill,50074
TX,Lincoln Park town,41250
TX,Lindale,58946
TX,Linden,25690
TX,Lindsay,83750
TX,Lindsay CDP,30769
TX,Linn CDP,38750
TX,Lipan,46406
TX,Lipscomb CDP,72917
TX,Little Elm,82563
TX,Littlefield,35642
TX,Little River-Academy,47350
TX,Live Oak,61043
TX,Liverpool,38295
TX,Livingston town,38689
TX,Llano,35950
TX,Llano Grande CDP,31013
TX,Lockhart,48884
TX,Lockney town,38750
TX,Log Cabin,32000
TX,Lolita CDP,(X)
TX,Loma Grande CDP,-
TX,Loma Linda CDP,-
TX,Loma Linda East CDP (Jim Wells County),75455
TX,Loma Linda East CDP (Starr County),-
TX,Loma Linda West CDP,-
TX,Loma Vista CDP,41429
TX,Lometa,25688
TX,Lone Oak,50179
TX,Lone Star,29028
TX,Longoria CDP,-
TX,Longview,44544
TX,Loop CDP,46528
TX,Lope_o CDP,-
TX,Lopezville CDP,32004
TX,Loraine town,26875
TX,Lorena,53125
TX,Lorenzo,36667
TX,Los Altos CDP,-
TX,Los Alvarez CDP,(X)
TX,Los Angeles CDP,-
TX,Los Arcos CDP,-
TX,Los Arrieros CDP,-
TX,Los Barreras CDP,31683
TX,Los Centenarios CDP,-
TX,Los Corralitos CDP,-
TX,Los Ebanos CDP (Hidalgo County),16603
TX,Los Ebanos CDP (Starr County),19539
TX,Los Fresnos,51514
TX,Los Fresnos CDP,(X)
TX,Los Huisaches CDP,-
TX,Los Indios town,27500
TX,Los Lobos CDP,-
TX,Los Minerales CDP,-
TX,Los Nopalitos CDP,-
TX,Lost Creek CDP,165714
TX,Los Veteranos I CDP,-
TX,Los Veteranos II CDP,-
TX,Los Ybanez,(X)
TX,Lott,41528
TX,Louise CDP,41250
TX,Lovelady,38333
TX,Lowry Crossing,92115
TX,Lozano CDP,(X)
TX,Lubbock,44648
TX,Lucas,119194
TX,Lueders,(X)
TX,Lufkin,39890
TX,Luling,39157
TX,Lumberton,61963
TX,Lyford,25060
TX,Lytle,46942
TX,Mabank town,33764
TX,McAllen,44254
TX,McCamey,37000
TX,McDade CDP,67045
TX,Macdona CDP,55000
TX,McGregor,39898
TX,McKinney,81459
TX,McKinney Acres CDP,45139
TX,McLean town,38456
TX,McLendon-Chisholm,110625
TX,McQueeney CDP,56047
TX,Madisonville,31745
TX,Magnolia,43594
TX,Malakoff,26842
TX,Malone town,42841
TX,Manchaca CDP,82328
TX,Manor,67542
TX,Mansfield,90089
TX,Manuel Garcia CDP,(X)
TX,Manuel Garcia II CDP,-
TX,Manvel,82235
TX,Marathon CDP,43750
TX,Marble Falls,41120
TX,Marfa,44583
TX,Marietta town,30893
TX,Marion,42875
TX,Markham CDP,(X)
TX,Marlin,26370
TX,Marquez,43750
TX,Marshall,35702
TX,Mart,33726
TX,Martindale,43929
TX,Martinez CDP,-
TX,Mason,28685
TX,Matador town,30903
TX,Matagorda CDP,32102
TX,Mathis,32538
TX,Maud,38077
TX,Mauriceville CDP,60777
TX,Maypearl,60789
TX,Meadow town,54500
TX,Meadowlakes,76402
